Année;RNE;Nom établissement;Localité;Département;Niveau de Label;Position
2018;0810003N;Lycée professionnel Toulouse Lautrec;Albi;081;1;43.925946863, 2.13937959645
2019;0810003N;Lycée professionnel Toulouse Lautrec;Albi;081;1;43.925946863, 2.13937959645
2021;0810005R;Lycée d'enseignement général Bellevue;Albi;081;1;43.9191566269, 2.16069961044
2017;0650001Y;Lycée climatique Climatique René Billères;Argelès-Gazost;065;1;43.002631819, -0.0938703120221
2021;0650001Y;Lycée climatique Climatique René Billères;Argelès-Gazost;065;3;43.002631819, -0.0938703120221
2021;0120096P;Lycée professionnel du Bâtiment;Aubin;012;1;44.5299398368, 2.24173950773
2019;0320039U;Lycée d'enseignement général et technologique Agricole;Auch;032;2;43.62190345494267, 0.5723183147337335
2021;0320067Z;Lycée polyvalent des Métiers Le Garros;Auch;032;3;43.6306132611, 0.590330176526
2018;0650005C;Lycée polyvalent des Métiers Victor Duruy;Bagnères-de-Bigorre;065;1;43.0630529023, 0.153259933438
2018;0311334G;Lycée d'enseignement général et technologique Edmond Rostand;Bagnères-de-Luchon;031;1;42.7921570493, 0.59861954062
2018;0340006X;Lycée professionnel Fernand Léger;Bédarieux;034;1;43.6108716864, 3.16733957514
2019;0340006X;Lycée professionnel Fernand Léger;Bédarieux;034;2;43.6108716864, 3.16733957514
2019;0340011C;Lycée polyvalent Jean Moulin;Béziers;034;2;43.341574183, 3.23496053762
2019;0312686B;Lycée polyvalent des Métiers Saint Exupéry;Blagnac;031;1;43.6533024374, 1.37557957412
2019;0460493L;Lycée polyvalent des Métiers Gaston Monnerville;Cahors;046;1;44.4635432062, 1.45505007392
2021;0460007H;Lycée d'enseignement général et technologique des Métiers Clément Marot;Cahors;046;1;44.4499252232, 1.43927407211
2021;0460051F;Lycée professionnel Clément Marot;Cahors;046;1;44.4499252232, 1.43927407211
2021;0460493L;Lycée polyvalent des Métiers Gaston Monnerville;Cahors;046;1;44.4635432062, 1.45505007392
2019;0660856X;Lycée polyvalent Rosa Luxemburg;Canet-en-Roussillon;066;2;42.702365358, 3.02665025419
2018;0110007Y;Lycée polyvalent Jules Fil;Carcassonne;011;1;43.2141729679, 2.37127999873
2019;0110004V;Lycée d'enseignement général et technologique Paul Sabatier;Carcassonne;011;1;43.2223162974, 2.34610956966
2021;0110823K;Lycée professionnel Charles Cros;Carcassonne;011;1;43.2280069456, 2.34109986391
2017;0110013E;Lycée professionnel François Andréossy;Castelnaudary;011;1;43.3195391, 1.958891
2017;0110677B;Lycée d'enseignement général et technologique Agricole Pierre Paul Riquet;Castelnaudary;011;1;43.302735856809875, 1.9389805227886023
2018;0110677B;Lycée d'enseignement général et technologique Agricole Pierre Paul Riquet;Castelnaudary;011;1;43.302735856809875, 1.9389805227886023
2021;0110012D;Lycée polyvalent Germaine Tillion;Castelnaudary;011;3;43.3173394011, 1.94886950416
2021;0110677B;Lycée d'enseignement général et technologique Agricole de Castelnaudary;Castelnaudary;011;1;43.3027268906, 1.93897945669
2018;0341921D;Lycée polyvalent Georges Pompidou;Castelnau-le-Lez;034;1;43.6489487886, 3.91989057062
2021;0341921D;Lycée polyvalent Georges Pompidou;Castelnau-le-Lez;034;1;43.6489487886, 3.91989057062
2021;0810959C;Lycée polyvalent Borde Basse;Castres;081;3;43.6262053927, 2.25945350827
2017;0660004W;Lycée polyvalent Déodat de Séverac;Céret;066;1;42.4848304468, 2.75355995201
2019;0660004W;Lycée polyvalent Déodat de Séverac;Céret;066;1;42.4848304468, 2.75355995201
2021;0660004W;Lycée polyvalent Déodat de Séverac;Céret;066;1;42.4848304468, 2.75355995201
2021;0340023R;Lycée d'enseignement général et technologique René Gosse;Clermont-l'Hérault;034;3;43.6261906228, 3.43196950024
2021;0320009L;Lycée d'enseignement général et technologique Bossuet;Condom;032;1;43.9621349441, 0.374100174465
2018;0120006S;Lycée polyvalent la Découverte;Decazeville;012;1;44.5682978671, 2.25510025861
2019;0460010L;Lycée d'enseignement général et technologique des Métiers Champollion;Figeac;046;2;44.6088987897, 2.0274603131
2021;0460032K;Lycée professionnel Champollion;Figeac;046;1;44.6082998232, 2.02732948373
2021;0090002D;Lycée d'enseignement général et technologique Gabriel Fauré;Foix;009;1;42.9619671209, 1.6049297132
2017;0312754A;Lycée d'enseignement général Clémence Royer;Fonsorbes;031;1;43.528554156, 1.2075304596
2019;0460013P;Lycée polyvalent Léo Ferré;Gourdon;046;1;44.731605075, 1.37736967968
2018;0480657D;Lycée général et technologique agricole Louis Pasteur Agricole Louis Pasteur;La Canourgue;048;1;44.4296667, 3.223055555555556
2021;0650012K;Lycée d'enseignement général Michelet;Lannemezan;065;2;43.1267811543, 0.386690372778
2017;0460661U;Lycée professionnel Cahors;Le Montat;046;1;44.3754167, 1.443361111111111
2018;0460661U;Lycée professionnel Cahors;Le Montat;046;1;44.3754167, 1.443361111111111
2021;0300052U;Lycée polyvalent André Chamson;Le Vigan;030;2;43.9896196067, 3.60113045243
2019;0110019L;Lycée polyvalent Jacques Ruffié;Limoux;011;1;43.0508087482, 2.2194301731
2021;0320036R;Lycée d'enseignement général Joseph Saverne;L'Isle-Jourdain;032;2;43.6128620627, 1.08492003203
2017;0340028W;Lycée polyvalent Joseph Vallot;Lodève;034;2;43.7309746362, 3.31485059789
2021;0342090M;Lycée polyvalent Victor Hugo;Lunel;034;1;43.6901690695, 4.13696988813
2021;0810033W;Lycée d'enseignement général et technologique Maréchal Soult;Mazamet;081;1;43.502112181, 2.38029004649
2018;0480007X;Lycée d'enseignement général et technologique Chaptal;Mende;048;1;44.5211784702, 3.50813007903
2019;0301654K;Lycée polyvalent des Métiers Geneviève de Gaulle Anthonioz;Milhaud;030;2;43.7858269439, 4.30962979202
2019;0120014A;Lycée professionnel Jean Vigo;Millau;012;1;44.0900876684, 3.05575839402
2021;0120012Y;Lycée d'enseignement général et technologique Jean Vigo;Millau;012;1;44.0920269362, 3.05459016564
2018;0820016X;Lycée d'enseignement général François Mitterrand;Moissac;082;2;44.1045659889, 1.09296977915
2021;0820883P;Lycée polyvalent Claude Nougaro;Monteils;082;2;44.1731024258, 1.56522950126
2018;0341385W;Lycée professionnel Lycée Léonard de Vinci;Montpellier;034;1;43.6229146115, 3.83258051585
2019;0340038G;Lycée d'enseignement général et technologique Joffre;Montpellier;034;1;43.6120782561, 3.88470980317
2019;0340039H;Lycée d'enseignement général et technologique Georges Clémenceau;Montpellier;034;2;43.6026634567, 3.873020613
2019;0340042L;Lycée polyvalent Jean Mermoz;Montpellier;034;1;43.6116328222, 3.89088020406
2018;0110022P;Lycée d'enseignement général et technologique Docteur Lacroix;Narbonne;011;3;43.1775350538, 3.00219016219
2019;0110023R;Lycée polyvalent Louise Michel;Narbonne;011;1;43.1895828012, 3.0194500406
2021;0110023R;Lycée polyvalent Louise Michel;Narbonne;011;1;43.1895828012, 3.0194500406
2017;0300026R;Lycée d'enseignement général et technologique Dhuoda;Nîmes;030;1;43.8275977699, 4.35598988666
2017;0301270T;Lycée professionnel Jules Raimu;Nîmes;030;2;43.8194463251, 4.33025974761
2018;0300021K;Lycée d'enseignement général et technologique Alphonse Daudet;Nîmes;030;2;43.8353556886, 4.35724947326
2018;0300057Z;Lycée professionnel Gaston Darboux;Nîmes;030;1;43.819444363, 4.32827956241
2019;0090022A;Lycée d'enseignement général et technologique Agricole Epla de Pamiers;Pamiers;009;1;43.123536, 1.643413
2021;0090481Z;Établissement régional d'enseignement adapté Guy Villeroux;Pamiers;009;1;43.1170746222, 1.62378024128
2017;0660809W;Lycée polyvalent Aristide Maillol;Perpignan;066;2;42.7175723734, 2.88617943594
2018;0660520G;Lycée professionnel Léon Blum;Perpignan;066;1;42.6773858181, 2.90618041918
2019;0660014G;Lycée polyvalent Pablo Picasso;Perpignan;066;3;42.6966809866, 2.92661960371
2017;0340059E;Lycée d'enseignement général et technologique Jean Moulin;Pézenas;034;3;43.4578628983, 3.41627013008
2019;0340059E;Lycée d'enseignement général et technologique Jean Moulin;Pézenas;034;2;43.4578628983, 3.41627013008
2021;0312938A;Lycée d'enseignement général et technologique Nelson Mandéla;Pibrac;031;3;43.6076538704, 1.28315061317
2018;0312744P;Lycée polyvalent Jean Pierre Vernant;Pins-Justaret;031;1;43.4776456418, 1.38849040142
2019;0312744P;Lycée polyvalent Jean Pierre Vernant;Pins-Justaret;031;1;43.4776456418, 1.38849040142
2019;0110027V;Lycée professionnel Édouard Herriot;Quillan;011;1;42.8752978492, 2.1800003043
2019;0310088C;Lycée professionnel des Métiers d'Art du Bois;Revel;031;1;43.4513534847, 2.00555736632
2019;0660039J;Lycée professionnel Rivesaltes;Rivesaltes;066;1;42.76597, 2.871154
2021;0660039J;Lycée professionnel de Rivesaltes;Rivesaltes;066;1;42.7654243461, 2.87024940799
2021;0120937D;Lycée d'enseignement général et technologique Agricole de Rodez la Roque;Rodez;012;1;44.3493824707, 2.57599034145
2017;0300139N;Lycée ens général technologique professionnel agricole et Professionnel Agricole Marie Durand;Rodilhan;030;1;43.830858, 4.440009
2021;0300139N;Lycée ens général technologique professionnel agricole et Professionnel Agricole de Rodilhan;Rodilhan;030;1;43.8305027049, 4.44101991496
2019;0120025M;Lycée polyvalent des Métiers Jean Jaurès;Saint-Affrique;012;1;43.9496673777, 2.89582196201
2018;0460026D;Lycée d'enseignement général Jean Lurçat;Saint-Céré;046;1;44.8579434483, 1.89232951766
2021;0460026D;Lycée d'enseignement général Jean Lurçat;Saint-Céré;046;1;44.8579434483, 1.89232951766
2018;0342066L;Lycée polyvalent des Métiers Jean Jaurès;Saint-Clément-de-Rivière;034;1;43.7108654757, 3.83328961912
2018;0312289V;Lycée d'enseignement général et technologique Pierre Paul Riquet;Saint-Orens-de-Gameville;031;1;43.5398419938, 1.54871125711
2019;0312289V;Lycée d'enseignement général et technologique Pierre Paul Riquet;Saint-Orens-de-Gameville;031;2;43.5398419938, 1.54871125711
2019;0342091N;Lycée polyvalent Marc Bloch;Sérignan;034;1;43.263181338, 3.28458054667
2019;0340076Y;Lycée d'enseignement général et technologique Irène et Frédéric Joliot Curie;Sète;034;2;43.3962447797, 3.66671052437
2019;0340088L;Lycée professionnel Irène et Frédéric Joliot Curie;Sète;034;2;43.3957215927, 3.66635038047
2021;0340075X;Lycée d'enseignement général Paul Valéry;Sète;034;1;43.4014167183, 3.69198953669
2021;0340076Y;Lycée d'enseignement général et technologique Irène et Frédéric Joliot Curie;Sète;034;3;43.3962447797, 3.66671052437
2021;0340088L;Lycée professionnel Irène et Frédéric Joliot Curie;Sète;034;3;43.3957215927, 3.66635038047
2017;0460529A;Lycée professionnel Hôtelier Quercy Périgord;Souillac;046;1;44.8954986436, 1.4706205193
2018;0460529A;Lycée professionnel Hôtelier Quercy Périgord;Souillac;046;1;44.8954986436, 1.4706205193
2018;0650025Z;Lycée d'enseignement général Théophile Gautier;Tarbes;065;1;43.2337579174, 0.071970512389
2018;0650041S;Lycée professionnel Jean Dupuy;Tarbes;065;1;43.2302068366, 0.0626595330776
2018;0650874X;Lycée professionnel Lautreamont;Tarbes;065;1;43.2283178987, 0.0568605003171
2019;0650029D;Lycée professionnel Reffye;Tarbes;065;1;43.2388881701, 0.0644596412815
2021;0650041S;Lycée professionnel Jean Dupuy;Tarbes;065;1;43.2302068366, 0.0626595330776
2021;0650874X;Lycée professionnel Lautreamont;Tarbes;065;1;43.2283178987, 0.0568605003171
2017;0310041B;Lycée d'enseignement général Saint Sernin;Toulouse;031;1;43.6086892744, 1.44015057728
2018;0310047H;Lycée d'enseignement général et technologique Ozenne;Toulouse;031;1;43.609646975, 1.44172969329
2019;0310044E;Lycée polyvalent Déodat de Séverac;Toulouse;031;2;43.5891404207, 1.42645980489
2019;0310052N;Lycée professionnel Roland Garros;Toulouse;031;1;43.6295562041, 1.42869981778
2019;0310054R;Lycée professionnel Renée Bonnet;Toulouse;031;1;43.5558855866, 1.46811944555
2019;0311324W;Lycée professionnel du Mirail;Toulouse;031;1;43.5849184524, 1.39781012313
2019;0311586F;Lycée d'enseignement général et technologique Toulouse Lautrec;Toulouse;031;2;43.6268191285, 1.44212044299
2021;0310038Y;Lycée polyvalent Bellevue;Toulouse;031;1;43.5590248285, 1.45974974113
2021;0310046G;Lycée polyvalent des Métiers de l'Hôtellerie;Toulouse;031;1;43.5979507881, 1.40485995899
2021;0310051M;Lycée professionnel Guynemer;Toulouse;031;1;43.5873901144, 1.45208006422
2021;0310054R;Lycée professionnel Renée Bonnet;Toulouse;031;1;43.5558855866, 1.46811944555
2021;0310056T;Lycée professionnel Gabriel Péri;Toulouse;031;1;43.6058953911, 1.45491966936
2021;0311586F;Lycée d'enseignement général et technologique Toulouse Lautrec;Toulouse;031;1;43.6268191285, 1.44212044299
2018;0300046M;Lycée d'enseignement général et technologique Charles Gide;Uzès;030;2;44.0162171007, 4.42207491544
2019;0300047N;Lycée professionnel Georges Guynemer;Uzès;030;1;44.0141048041, 4.4210093918
2021;0650038N;Lycée d'enseignement général Pierre Mendès France;Vic-en-Bigorre;065;1;43.3887579296, 0.056319712331
2019;0121157T;Lycée professionnel Raymond Savignac;Villefranche-de-Rouergue;012;1;44.3552534545, 2.03712054664
2017;0340002T;Lycée polyvalent Auguste Loubatières;Agde;034;1;43.3000701903, 3.48305956456
2017;0810003N;Lycée professionnel Toulouse Lautrec;Albi;081;1;43.925946863, 2.13937959645
2017;0810005R;Lycée d'enseignement général Bellevue;Albi;081;1;43.9191566269, 2.16069961044
2019;0300002P;Lycée polyvalent des Métiers Jean Baptiste Dumas;Alès;030;1;44.1300769158, 4.07498948252
2019;0650001Y;Lycée climatique Climatique René Billères;Argelès-Gazost;065;2;43.002631819, -0.0938703120221
2017;0660924W;Lycée polyvalent Christian Bourquin;Argelès-sur-Mer;066;1;42.5655105974, 3.00579015568
2019;0660924W;Lycée polyvalent Christian Bourquin;Argelès-sur-Mer;066;1;42.5655105974, 3.00579015568
2018;0320039U;Lycée d'enseignement général et technologique Agricole;Auch;032;1;43.62190345494267, 0.5723183147337335
2018;0320002D;Lycée d'enseignement général et technologique Pardailhan;Auch;032;3;43.6538282674, 0.577750488662
2018;0320067Z;Lycée polyvalent des Métiers Le Garros;Auch;032;1;43.6306132611, 0.590330176526
2019;0320002D;Lycée d'enseignement général et technologique Pardailhan;Auch;032;3;43.6538282674, 0.577750488662
2019;0320067Z;Lycée polyvalent des Métiers Le Garros;Auch;032;2;43.6306132611, 0.590330176526
2021;0320039U;Lycée d'enseignement général et technologique Agricole d'Auch;Auch;032;2;43.6219114239, 0.572310544165
2021;0320040V;Lycée professionnel Pardailhan;Auch;032;3;43.6535380428, 0.578259928462
2019;0650028C;Lycée professionnel Sixte Vignon;Aureilhan;065;1;43.2453359939, 0.0851603398894
2017;0300950V;Lycée polyvalent Albert Einstein;Bagnols-sur-Cèze;030;1;44.1638024321, 4.61178004196
2019;0300950V;Lycée polyvalent Albert Einstein;Bagnols-sur-Cèze;030;1;44.1638024321, 4.61178004196
2018;0820001F;Lycée professionnel des Métiers du Bâtiment et de la Topographie;Beaumont-de-Lomagne;082;1;43.8769993582, 0.977210268058
2017;0340005W;Lycée d'enseignement général Ferdinand Fabre;Bédarieux;034;2;43.6104634486, 3.1544003622
2019;0340005W;Lycée d'enseignement général Ferdinand Fabre;Bédarieux;034;1;43.6104634486, 3.1544003622
2018;0340011C;Lycée polyvalent Jean Moulin;Béziers;034;1;43.341574183, 3.23496053762
2018;0340012D;Lycée professionnel Jean Mermoz;Béziers;034;1;43.3492617569, 3.233909559
2019;0340009A;Lycée d'enseignement général et technologique Henri IV;Béziers;034;1;43.3433939023, 3.20965056774
2018;0660856X;Lycée polyvalent Rosa Luxemburg;Canet-en-Roussillon;066;2;42.702365358, 3.02665025419
2018;0110669T;Lycée d'enseignement général et technologique Agricole Charlemagne;Carcassonne;011;1;43.19726073310008, 2.3549407165561864
2017;0810012Y;Lycée polyvalent Jean Jaurès;Carmaux;081;1;44.049078435, 2.14076962798
2021;0810012Y;Lycée polyvalent Jean Jaurès;Carmaux;081;1;44.049078435, 2.14076962798
2017;0820004J;Lycée polyvalent Jean de Prades;Castelsarrasin;082;1;44.031367027, 1.12059055212
2018;0820004J;Lycée polyvalent Jean de Prades;Castelsarrasin;082;1;44.031367027, 1.12059055212
2018;0810016C;Lycée professionnel Le Sidobre;Castres;081;1;43.5959446493, 2.23629971146
2018;0810959C;Lycée d'enseignement général et technologique Borde Basse;Castres;081;1;43.6262053927, 2.25945350827
2019;0810016C;Lycée professionnel Le Sidobre;Castres;081;1;43.5959446493, 2.23629971146
2021;0810018E;Lycée professionnel Anne Veaute;Castres;081;1;43.6024716659, 2.2347406107
2021;0312995M;Lycée polyvalent Martin Malvy;Cazères;031;1;43.2097472528, 1.07745254091
2018;0340023R;Lycée d'enseignement général et technologique René Gosse;Clermont-l'Hérault;034;3;43.6261906228, 3.43196950024
2017;0312093G;Lycée d'enseignement général et technologique International Victor Hugo;Colomiers;031;1;43.6159163683, 1.30821054004
2021;0340002T;Lycée polyvalent Auguste Loubatières;Agde;034;1;43.3000701903, 3.48305956456
2017;0460010L;Lycée d'enseignement général et technologique des Métiers Champollion;Figeac;046;1;44.6088987897, 2.0274603131
2019;0810005R;Lycée d'enseignement général Bellevue;Albi;081;2;43.9191566269, 2.16069961044
2018;0460032K;Lycée professionnel Champollion;Figeac;046;1;44.6082998232, 2.02732948373
2017;0810121S;Lycée général et technologique agricole - EPLA d'Albi Agricole Epla d'Albi;Albi;081;1;43.91942160700829, 2.1017936829450465
2019;0460490H;Lycée d'enseignement général et technologique Agricole de Figeac;Figeac;046;1;44.572952899774066, 2.0288178067268925
2018;0810121S;Lycée général et technologique agricole - EPLA d'Albi Agricole Epla d'Albi;Albi;081;1;43.91942160700829, 2.1017936829450465
2021;0460010L;Lycée d'enseignement général et technologique des Métiers Champollion;Figeac;046;1;44.6088987897, 2.0274603131
2021;0810003N;Lycée professionnel Toulouse Lautrec;Albi;081;1;43.925946863, 2.13937959645
2018;0312754A;Lycée d'enseignement général Clémence Royer;Fonsorbes;031;2;43.528554156, 1.2075304596
2021;0810004P;Lycée polyvalent des Métiers Louis Rascol;Albi;081;1;43.9310426514, 2.15075998953
2019;0312754A;Lycée d'enseignement général Clémence Royer;Fonsorbes;031;2;43.528554156, 1.2075304596
2021;0810121S;Lycée ens général technologique professionnel agricole et Professionnel Agricole d'Albi;Albi;081;1;43.9194082007, 2.1018001201
2017;0810023K;Lycée d'enseignement général et technologique Victor Hugo;Gaillac;081;1;43.9034934707, 1.90047971624
2021;0660924W;Lycée polyvalent Christian Bourquin;Argelès-sur-Mer;066;2;42.5655105974, 3.00579015568
2021;0810023K;Lycée d'enseignement général et technologique Victor Hugo;Gaillac;081;1;43.9034934707, 1.90047971624
2017;0320039U;Lycée d'enseignement général et technologique Agricole;Auch;032;1;43.62190345494267, 0.5723183147337335
2019;0810995S;Lycée professionnel Docteur Clément de Pemille;Graulhet;081;1;43.7653960604, 1.99608948763
2021;0650028C;Lycée professionnel Sixte Vignon;Aureilhan;065;1;43.2453359939, 0.0851603398894
2019;0650012K;Lycée d'enseignement général Michelet;Lannemezan;065;2;43.1267811543, 0.386690372778
2021;0300950V;Lycée polyvalent Albert Einstein;Bagnols-sur-Cèze;030;1;44.1638024321, 4.61178004196
2018;0810578N;Lycée professionnel Lavaur;Lavaur;081;1;43.6993476, 1.8209165
2017;0340011C;Lycée polyvalent Jean Moulin;Béziers;034;1;43.341574183, 3.23496053762
2019;0810030T;Lycée d'enseignement général Las Cases;Lavaur;081;1;43.699565241, 1.82042999045
2021;0340011C;Lycée polyvalent Jean Moulin;Béziers;034;1;43.341574183, 3.23496053762
2021;0810578N;Lycée professionnel de Lavaur;Lavaur;081;1;43.695060623, 1.8651494127
2021;0340012D;Lycée professionnel Jean Mermoz;Béziers;034;2;43.3492617569, 3.233909559
2019;0090006H;Lycée professionnel Joseph Marie Jacquard;Lavelanet;009;1;42.9210527456, 1.84102035978
2017;0460493L;Lycée polyvalent des Métiers Gaston Monnerville;Cahors;046;1;44.4635432062, 1.45505007392
2018;0320015T;Lycée polyvalent Maréchal Lannes;Lectoure;032;2;43.9309034481, 0.629310333132
2019;0460007H;Lycée d'enseignement général et technologique des Métiers Clément Marot;Cahors;046;1;44.4499252232, 1.43927407211
2021;0320015T;Lycée polyvalent Maréchal Lannes;Lectoure;032;1;43.9309034481, 0.629310333132
2019;0460051F;Lycée professionnel Clément Marot;Cahors;046;1;44.4499252232, 1.43927407211
2019;0111048E;Lycée polyvalent Érnest Ferroul;Lézignan-Corbières;011;1;43.1817404504, 2.75881965271
2021;0660856X;Lycée polyvalent Rosa Luxemburg;Canet-en-Roussillon;066;2;42.702365358, 3.02665025419
2018;0110019L;Lycée polyvalent Jacques Ruffié;Limoux;011;1;43.0508087482, 2.2194301731
2017;0110007Y;Lycée polyvalent Jules Fil;Carcassonne;011;1;43.2141729679, 2.37127999873
2018;0320036R;Lycée d'enseignement général Joseph Saverne;L'Isle-Jourdain;032;1;43.6128620627, 1.08492003203
2019;0110007Y;Lycée polyvalent Jules Fil;Carcassonne;011;1;43.2141729679, 2.37127999873
2019;0650040R;Lycée d'enseignement général et technologique la Serre de Sarsan;Lourdes;065;1;43.1069857495, -0.0250796215339
2021;0110007Y;Lycée polyvalent Jules Fil;Carcassonne;011;2;43.2141729679, 2.37127999873
2021;0650014M;Lycée professionnel de l'Arrouza;Lourdes;065;1;43.0899003529, -0.0488904495107
2017;0311262D;Lycée d'enseignement général et technologique Legta de Toulouse Auzeville;Castanet-Tolosan;031;1;43.535064697265625, 1.4846115112304688
2018;0342090M;Lycée polyvalent Victor Hugo;Lunel;034;1;43.6901690695, 4.13696988813
2018;0311262D;Lycée d'enseignement général et technologique Legta de Toulouse Auzeville;Castanet-Tolosan;031;2;43.535064697265625, 1.4846115112304688
2019;0340030Y;Lycée polyvalent Louis Feuillade;Lunel;034;1;43.6709371975, 4.12241051571
2019;0110677B;Lycée d'enseignement général et technologique Agricole Pierre Paul Riquet;Castelnaudary;011;1;43.302735856809875, 1.9389805227886023
2019;0342090M;Lycée polyvalent Victor Hugo;Lunel;034;1;43.6901690695, 4.13696988813
2019;0110012D;Lycée polyvalent Germaine Tillion;Castelnaudary;011;2;43.3173394011, 1.94886950416
2018;0811324Z;Lycée professionnel Marie Antoinette Riess;Mazamet;081;1;43.5018496145, 2.3807897578
2017;0341921D;Lycée polyvalent Georges Pompidou;Castelnau-le-Lez;034;1;43.6489487886, 3.91989057062
2019;0810033W;Lycée d'enseignement général et technologique Maréchal Soult;Mazamet;081;1;43.502112181, 2.38029004649
2019;0810018E;Lycée professionnel Anne Veaute;Castres;081;1;43.6024716659, 2.2347406107
2019;0811324Z;Lycée professionnel Marie Antoinette Riess;Mazamet;081;1;43.5018496145, 2.3807897578
2017;0340023R;Lycée d'enseignement général et technologique René Gosse;Clermont-l'Hérault;034;3;43.6261906228, 3.43196950024
2017;0480009Z;Lycée d'enseignement général et technologique Émile Peytavin;Mende;048;1;44.5251660441, 3.47842986926
2018;0312093G;Lycée d'enseignement général et technologique International Victor Hugo;Colomiers;031;1;43.6159163683, 1.30821054004
2018;0480009Z;Lycée d'enseignement général et technologique Émile Peytavin;Mende;048;1;44.5251660441, 3.47842986926
2021;0312290W;Lycée d'enseignement général et technologique Henri Matisse;Cugnaux;031;1;43.5302480144, 1.35218971828
2019;0480009Z;Lycée d'enseignement général et technologique Émile Peytavin;Mende;048;1;44.5251660441, 3.47842986926
2017;0120006S;Lycée polyvalent la Découverte;Decazeville;012;1;44.5682978671, 2.25510025861
2021;0480019K;Lycée professionnel Emil;Mende;048;1;44.5249679469, 3.47927005964
2019;0120006S;Lycée polyvalent la Découverte;Decazeville;012;1;44.5682978671, 2.25510025861
2017;0301654K;Lycée polyvalent des Métiers Geneviève de Gaulle Anthonioz;Milhaud;030;2;43.7858269439, 4.30962979202
2021;0120006S;Lycée polyvalent la Découverte;Decazeville;012;2;44.5682978671, 2.25510025861
2018;0301654K;Lycée polyvalent des Métiers Geneviève de Gaulle Anthonioz;Milhaud;030;2;43.7858269439, 4.30962979202
2018;0460490H;Lycée d'enseignement général et technologique Agricole de Figeac;Figeac;046;1;44.572952899774066, 2.0288178067268925
2021;0301654K;Lycée polyvalent des Métiers Geneviève de Gaulle Anthonioz;Milhaud;030;2;43.7858269439, 4.30962979202
2019;0090002D;Lycée d'enseignement général et technologique Gabriel Fauré;Foix;009;1;42.9619671209, 1.6049297132
2021;0120014A;Lycée professionnel Jean Vigo;Millau;012;1;44.0900876684, 3.05575839402
2018;0810023K;Lycée d'enseignement général et technologique Victor Hugo;Gaillac;081;1;43.9034934707, 1.90047971624
2018;0320557G;Lycée professionnel Mirande;Mirande;032;3;43.530172, 0.401851
2019;0810023K;Lycée d'enseignement général et technologique Victor Hugo;Gaillac;081;2;43.9034934707, 1.90047971624
2017;0820016X;Lycée d'enseignement général François Mitterrand;Moissac;082;1;44.1045659889, 1.09296977915
2021;0342436N;Lycée polyvalent Simone Veil;Gignac;034;3;43.6491911866, 3.55317382315
2017;0820020B;Lycée d'enseignement général Michelet;Montauban;082;1;44.0142380592, 1.36266992623
2018;0310017A;Lycée polyvalent des Métiers Paul Mathou;Gourdan-Polignan;031;1;43.0767218792, 0.583750202386
2019;0820032P;Lycée professionnel Bourdelle;Montauban;082;1;44.014317048, 1.36862009138
2021;0310017A;Lycée polyvalent des Métiers Paul Mathou;Gourdan-Polignan;031;2;43.0767218792, 0.583750202386
2017;0340128E;Lycée d'enseignement général et technologique Legta de l'Hérault;Montpellier;034;1;43.64594, 3.862756
2021;0480657D;Lycée ens général technologique professionnel agricole et Professionnel Agricole de la Canourgue;La Canourgue;048;1;44.4300438244, 3.22352980287
2017;0340039H;Lycée d'enseignement général et technologique Georges Clémenceau;Montpellier;034;1;43.6026634567, 3.873020613
2017;0341794R;Lycée polyvalent Jean François Champollion;Lattes;034;2;43.5862763487, 3.93126992944
2017;0340040J;Lycée polyvalent Jules Guesde;Montpellier;034;2;43.6117160758, 3.8479700774
2018;0341794R;Lycée polyvalent Jean François Champollion;Lattes;034;3;43.5862763487, 3.93126992944
2017;0340043M;Lycée professionnel Pierre Mendès France;Montpellier;034;2;43.5976816426, 3.91826025291
2019;0341794R;Lycée polyvalent Jean François Champollion;Lattes;034;3;43.5862763487, 3.93126992944
2019;0342225J;Lycée polyvalent des Métiers Georges Frêche;Montpellier;034;1;43.6049332853, 3.91206971476
2019;0810578N;Lycée professionnel Lavaur;Lavaur;081;1;43.6993476, 1.8209165
2021;0340038G;Lycée d'enseignement général et technologique Joffre;Montpellier;034;1;43.6120782561, 3.88470980317
2021;0090006H;Lycée professionnel Joseph Marie Jacquard;Lavelanet;009;1;42.9210527456, 1.84102035978
2021;0340042L;Lycée polyvalent Jean Mermoz;Montpellier;034;1;43.6116328222, 3.89088020406
2019;0460661U;Lycée professionnel Cahors;Le Montat;046;1;44.3754167, 1.443361111111111
2021;0340045P;Lycée professionnel Jules Ferry;Montpellier;034;1;43.606075055, 3.84160977179
2021;0460661U;Lycée professionnel de Cahors Le Montat;Le Montat;046;1;44.3777816975, 1.44202951633
2021;0342225J;Lycée polyvalent des Métiers Georges Frêche;Montpellier;034;2;43.6049332853, 3.91206971476
2017;0650040R;Lycée d'enseignement général et technologique la Serre de Sarsan;Lourdes;065;1;43.1069857495, -0.0250796215339
2017;0310024H;Lycée d'enseignement général et technologique Pierre d'Aragon;Muret;031;1;43.4542722924, 1.33068939434
2018;0811144D;Lycée professionnel Hôtelier;Mazamet;081;1;43.5045256663, 2.38351985365
2018;0312822Z;Lycée polyvalent des Métiers Charles de Gaulle;Muret;031;2;43.4688650393, 1.32162060132
