Code_UAI;Millesime;Code_nature;nature_uai;typ_etab;Academie;Departement;NbEleve;NbEnseignant;SiEtabCentreRessource;SiProjetNumEcole;SiEntDisponible;SiProjEtabIntegreENT;Maint_PersCollect;Maint_PrestaExt;Maint_PersonnelEducNatHsEtab;Maint_PersonnelEtab;Maint_AutreNeSaitPas;Maint_Personne;NbRessourceEdit;TpRess_ManuelNum;TpRess_AnimScienLogiSimu;TpRess_Bdd;TpRess_LogiOutils;TpRess_OuvRef;TpRess_ResEntrainement;TpRess_Autres;TpRess_aucune;ServInt_NoteElev;ServInt_AbsElev;ServInt_EdtElevCls;ServInt_CahierTxt;ServInt_DocRessPeda;ServInt_AgdActuEtab;ServInt_PlatApp;ServInt_Autres;ServInt_aucun;NbTerminaux;NbTablette;NbTablettePC;NbMicroMoins5;NbMicroPortable;NbPortAffEl;NbPortAffEns;NbEleveEqASH;NbPosteEqASH;NbTBI;propClassesAvecTBI;NbVideoProj;NbClassMobile;NbLecteurMpx;NbImpr3D;AccWeb_RTC;AccWeb_CableFibreOptique;AccWeb_ADSL;AccWeb_AutresHautDebit;AccWeb_NeSaitPas;AccWeb_Aucun;DebitWeb;SiWifi;SalleInternet;PostesInfoElvHorsCours;SiPareFeuEtab;SiOuifiltrageWeb;ControlePosteriori;SiCharteUsageWeb;Diffch_AnnexeeRI;Diffch_DossierRentreeEnseignants;Diffch_CRConseilAdmin;Diffch_DiffusionParents;Diffch_Autres;AccesParentCharte;ElvAuthentif;SiVisioConferenc;SiEntUtilise;TypeMatHandi_Tablette;TypeMatHandi_OrdiPort;TypeMatHandi_LogApp;TypeMatHandi_Autre;Code_region;Libelle_region
0311328A;2018;340;Collège;C;TOULOUSE;HAUTE-GARONNE;523.0;42.0;non;oui;oui;non;;;;;;;10a19;oui;oui;oui;oui;non;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;100.0;;;58.0;1.0;0.0;1.0;3.0;0.0;4.0;Mois20pct;19.0;0.0;;;non;non;oui;non;non;non;10moins50;;50pctOuPlus;7.0;oui;oui;oui;oui;oui;non;non;non;non;non;OuiTous;non;;;;;;76;Occitanie
0311338L;2018;340;Collège;C;TOULOUSE;HAUTE-GARONNE;489.0;28.0;oui;oui;oui;oui;oui;non;non;oui;non;non;1a4;oui;oui;oui;oui;oui;oui;non;non;oui;oui;oui;oui;oui;oui;oui;oui;non;128.0;1.0;0.0;46.0;20.0;0.0;0.0;0.0;0.0;5.0;Mois20pct;17.0;0.0;0.0;1.0;non;oui;non;non;non;non;10moins50;Non;50pctOuPlus;15.0;oui;oui;oui;oui;oui;non;non;non;non;ouiPersonnelEtb;OuiTous;non;;;;;;76;Occitanie
0311581A;2018;340;Collège;C;TOULOUSE;HAUTE-GARONNE;721.0;44.0;non;oui;oui;oui;oui;non;non;non;non;non;10a19;non;oui;oui;oui;non;non;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;69.0;0.0;0.0;69.0;0.0;0.0;0.0;0.0;0.0;8.0;Mois20pct;25.0;0.0;12.0;0.0;non;oui;non;non;non;non;De2a10;Non;50pctOuPlus;10.0;oui;oui;non;oui;oui;non;non;non;non;non;OuiTous;non;;;;;;76;Occitanie
0311582B;2018;340;Collège;C;TOULOUSE;HAUTE-GARONNE;365.0;22.0;non;oui;oui;oui;oui;non;non;oui;non;non;1a4;non;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;non;non;non;119.0;0.0;0.0;65.0;22.0;0.0;1.0;0.0;0.0;9.0;50pctOuPlus;9.0;1.0;0.0;;non;non;oui;non;non;non;10moins50;Non;50pctOuPlus;30.0;oui;oui;oui;oui;oui;non;non;non;non;ouiPersonnelEtb;OuiTous;non;;;;;;76;Occitanie
0311688S;2018;340;Collège;C;TOULOUSE;HAUTE-GARONNE;772.0;53.0;non;oui;oui;oui;non;non;non;oui;non;non;1a4;oui;oui;oui;oui;non;non;oui;non;oui;oui;oui;oui;oui;oui;non;non;non;130.0;0.0;0.0;0.0;23.0;22.0;0.0;0.0;0.0;5.0;20pcta50pct;28.0;0.0;5.0;;non;oui;non;non;non;non;10moins50;Non;50pctOuPlus;5.0;oui;oui;non;oui;oui;non;non;non;non;ouiEntiteExt;OuiTous;non;;;;;;76;Occitanie
0311718Z;2018;340;Collège;C;TOULOUSE;HAUTE-GARONNE;676.0;51.0;non;oui;oui;oui;non;non;non;oui;non;non;10a19;non;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;204.0;38.0;0.0;204.0;38.0;0.0;0.0;0.0;0.0;14.0;20pcta50pct;29.0;2.0;0.0;0.0;non;oui;non;non;non;non;10moins50;Non;50pctOuPlus;11.0;oui;oui;oui;oui;oui;non;non;non;non;ouiPersonnelEtb;OuiTous;non;;;;;;76;Occitanie
0311769E;2018;340;Collège;C;TOULOUSE;HAUTE-GARONNE;673.0;52.0;non;oui;oui;oui;oui;non;oui;oui;oui;non;5a9;oui;oui;oui;oui;oui;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;199.0;6.0;0.0;109.0;28.0;0.0;0.0;2.0;2.0;14.0;20pcta50pct;28.0;2.0;0.0;1.0;non;non;oui;non;non;non;De2a10;Non;50pctOuPlus;10.0;oui;oui;oui;oui;oui;non;non;non;non;ouiPersonnelEtb;OuiTous;non;;;;;;76;Occitanie
0312092F;2018;340;Collège;C;TOULOUSE;HAUTE-GARONNE;246.0;24.0;non;oui;oui;oui;oui;non;non;oui;non;non;1a4;oui;non;oui;non;oui;non;non;non;oui;oui;oui;oui;non;oui;non;non;non;;;;;;;;;;;;;;;;non;oui;non;non;non;non;10moins50;;50pctOuPlus;;oui;oui;oui;oui;oui;non;non;non;non;non;OuiTous;;;;;;;76;Occitanie
0312093G;2018;300;LEGT;G;TOULOUSE;HAUTE-GARONNE;1597.0;144.0;non;oui;oui;oui;oui;non;non;oui;non;non;1a4;non;non;oui;oui;oui;non;non;non;oui;oui;oui;oui;oui;non;non;non;non;849.0;0.0;0.0;522.0;90.0;0.0;25.0;0.0;0.0;41.0;;73.0;4.0;;5.0;non;oui;non;non;non;non;10moins50;OuiPerma;50pctOuPlus;20.0;oui;oui;oui;oui;non;non;non;non;oui;ouiPersonnelEtb;OuiTous;oui;;;;;;76;Occitanie
0312220V;2018;340;Collège;C;TOULOUSE;HAUTE-GARONNE;849.0;56.0;non;oui;oui;oui;oui;non;oui;non;non;non;5a9;oui;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;oui;non;non;170.0;0.0;0.0;80.0;44.0;0.0;2.0;2.0;2.0;6.0;Mois20pct;31.0;4.0;5.0;1.0;non;non;oui;non;non;non;De2a10;OuiPerma;50pctOuPlus;15.0;oui;oui;oui;oui;oui;non;non;non;non;ouiPersonnelEtb;OuiTous;non;;;;;;76;Occitanie
0312290W;2018;300;LEGT;G;TOULOUSE;HAUTE-GARONNE;1287.0;98.0;non;oui;oui;oui;oui;non;non;oui;non;non;10a19;oui;oui;oui;oui;non;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;509.0;0.0;0.0;228.0;26.0;0.0;0.0;0.0;0.0;0.0;;43.0;2.0;0.0;1.0;non;oui;non;non;non;non;10moins50;Non;50pctOuPlus;12.0;oui;oui;oui;oui;oui;oui;non;oui;oui;non;OuiTous;oui;;;;;;76;Occitanie
0312610U;2018;340;Collège;C;TOULOUSE;HAUTE-GARONNE;680.0;38.0;non;oui;oui;oui;oui;non;non;non;non;non;5a9;non;oui;oui;oui;oui;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;131.0;1.0;0.0;50.0;1.0;0.0;1.0;0.0;0.0;1.0;Mois20pct;24.0;0.0;60.0;1.0;non;non;oui;non;non;non;10moins50;;50pctOuPlus;16.0;oui;oui;oui;oui;oui;non;non;non;non;non;OuiTous;non;;;;;;76;Occitanie
0312698P;2018;340;Collège;C;TOULOUSE;HAUTE-GARONNE;438.0;30.0;non;oui;oui;oui;oui;oui;non;oui;non;non;1a4;oui;oui;oui;oui;oui;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;168.0;3.0;0.0;46.0;23.0;0.0;6.0;3.0;0.0;1.0;Mois20pct;16.0;2.0;0.0;0.0;non;oui;non;non;non;non;De2a10;OuiBorneMobile;50pctOuPlus;0.0;oui;oui;oui;oui;oui;oui;non;non;non;non;OuiTous;non;;;;;;76;Occitanie
0312743N;2018;340;Collège;C;TOULOUSE;HAUTE-GARONNE;655.0;38.0;oui;oui;oui;oui;oui;oui;non;oui;non;non;10a19;oui;oui;oui;oui;oui;oui;non;non;oui;oui;oui;oui;oui;oui;oui;non;non;132.0;0.0;0.0;94.0;2.0;0.0;2.0;0.0;0.0;0.0;;24.0;0.0;5.0;0.0;non;non;oui;non;non;non;InfA2;Non;50pctOuPlus;14.0;oui;oui;oui;oui;oui;oui;non;non;non;ouiEntiteExt;OuiTous;non;;;;;;76;Occitanie
0312744P;2018;306;Lycées Polyvalents;G;TOULOUSE;HAUTE-GARONNE;1304.0;91.0;oui;oui;oui;oui;oui;oui;non;non;non;non;5a9;non;oui;non;oui;oui;non;non;non;oui;oui;oui;oui;oui;oui;non;oui;non;483.0;4.0;0.0;453.0;5.0;0.0;4.0;0.0;0.0;22.0;Mois20pct;41.0;0.0;15.0;1.0;non;oui;oui;non;non;non;10moins50;OuiBorneMobile;50pctOuPlus;11.0;oui;oui;oui;oui;oui;non;non;non;non;non;OuiTous;non;;;;;;76;Occitanie
0312915A;2018;306;Lycées Polyvalents;G;TOULOUSE;HAUTE-GARONNE;458.0;35.0;non;oui;oui;oui;non;non;non;oui;non;non;1a4;oui;non;oui;non;oui;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;190.0;0.0;0.0;190.0;0.0;0.0;0.0;2.0;2.0;16.0;20pcta50pct;5.0;0.0;0.0;0.0;non;oui;non;non;non;non;100OuPlus;Non;50pctOuPlus;20.0;oui;oui;oui;oui;oui;non;non;non;non;non;OuiTous;oui;;;;;;76;Occitanie
0312938A;2018;300;LEGT;G;TOULOUSE;HAUTE-GARONNE;288.0;25.0;non;non;oui;non;non;non;oui;non;non;non;5a9;non;oui;oui;oui;non;oui;non;non;oui;oui;oui;oui;oui;oui;non;non;non;224.0;;;224.0;;;;;;9.0;50pctOuPlus;;;36.0;;non;oui;non;non;non;non;10moins50;Non;50pctOuPlus;13.0;oui;oui;non;non;;;;;;non;OuiTous;non;;;;;;76;Occitanie
0320009L;2018;300;LEGT;G;TOULOUSE;GERS;461.0;41.0;non;oui;oui;oui;non;non;non;oui;non;non;10a19;oui;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;264.0;15.0;;160.0;6.0;0.0;6.0;0.0;0.0;4.0;Mois20pct;17.0;0.0;30.0;0.0;non;non;oui;non;non;non;De2a10;OuiPerma;50pctOuPlus;18.0;oui;oui;oui;oui;oui;non;non;oui;non;non;OuiTous;oui;;;;;;76;Occitanie
0320019X;2018;340;Collège;C;TOULOUSE;GERS;216.0;19.0;oui;oui;oui;oui;oui;non;non;oui;non;non;5a9;non;oui;oui;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;oui;oui;non;49.0;0.0;0.0;31.0;2.0;0.0;0.0;1.0;1.0;1.0;Mois20pct;8.0;0.0;0.0;1.0;non;non;oui;non;non;non;De2a10;Non;50pctOuPlus;22.0;oui;oui;oui;oui;oui;non;non;non;non;ouiEntiteExt;OuiTous;non;;;;;;76;Occitanie
0320025D;2018;306;Lycées Polyvalents;G;TOULOUSE;GERS;571.0;75.0;oui;oui;oui;oui;oui;non;non;non;non;non;10a19;oui;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;non;non;non;400.0;5.0;;150.0;45.0;0.0;6.0;4.0;1.0;2.0;Mois20pct;70.0;2.0;12.0;1.0;non;oui;non;non;non;non;De2a10;OuiBorneMobile;50pctOuPlus;20.0;oui;oui;oui;oui;oui;non;non;non;non;ouiEntiteExt;OuiTous;non;;;;;;76;Occitanie
0320027F;2018;340;Collège;C;TOULOUSE;GERS;376.0;49.0;oui;oui;oui;oui;non;oui;non;non;non;non;5a9;non;oui;oui;oui;non;non;oui;non;oui;oui;oui;oui;oui;oui;oui;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;non;;;;;;76;Occitanie
0320031K;2018;340;Collège;C;TOULOUSE;GERS;386.0;29.0;oui;oui;oui;oui;oui;non;oui;non;non;non;1a4;oui;non;oui;oui;oui;non;non;non;oui;oui;oui;oui;oui;oui;non;oui;non;93.0;0.0;93.0;54.0;0.0;0.0;0.0;1.0;0.0;0.0;;15.0;0.0;0.0;1.0;non;oui;oui;non;non;non;100OuPlus;;50pctOuPlus;13.0;oui;oui;oui;oui;oui;non;non;oui;non;ouiEntiteExt;OuiTous;non;;;;;;76;Occitanie
0320035P;2018;340;Collège;C;TOULOUSE;GERS;299.0;27.0;non;non;oui;non;oui;non;non;oui;non;non;1a4;oui;oui;oui;oui;oui;non;non;non;oui;oui;oui;oui;oui;oui;oui;non;non;105.0;15.0;0.0;30.0;15.0;0.0;0.0;0.0;0.0;0.0;;17.0;1.0;0.0;0.0;non;non;oui;non;non;non;10moins50;OuiBorneMobile;50pctOuPlus;10.0;oui;oui;oui;non;;;;;;non;OuiTous;non;;;;;;76;Occitanie
0340009A;2018;300;LEGT;G;MONTPELLIER;HERAULT;1651.0;133.0;non;oui;oui;oui;non;non;non;oui;non;non;20ouPlus;oui;oui;non;oui;non;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;463.0;0.0;0.0;174.0;8.0;1.0;;10.0;5.0;5.0;Mois20pct;70.0;1.0;0.0;2.0;non;oui;non;non;non;non;10moins50;OuiPerma;50pctOuPlus;32.0;oui;oui;oui;oui;oui;non;non;non;non;non;OuiTous;oui;;;;;;76;Occitanie
0340037F;2018;340;Collège;C;MONTPELLIER;HERAULT;280.0;22.0;non;oui;non;non;non;non;non;oui;non;non;5a9;non;oui;non;oui;oui;oui;non;non;oui;oui;oui;oui;oui;oui;non;oui;non;62.0;0.0;0.0;46.0;24.0;0.0;18.0;2.0;2.0;0.0;;12.0;1.0;0.0;1.0;non;oui;non;non;non;non;De2a10;OuiBorneMobile;50pctOuPlus;5.0;oui;oui;non;oui;oui;non;non;non;non;non;OuiTous;non;;;;;;76;Occitanie
0340039H;2018;300;LEGT;G;MONTPELLIER;HERAULT;1231.0;105.0;oui;oui;oui;oui;non;non;non;oui;non;non;5a9;oui;oui;non;oui;oui;oui;non;non;oui;oui;oui;oui;oui;oui;oui;non;non;320.0;0.0;0.0;190.0;8.0;0.0;0.0;0.0;0.0;5.0;Mois20pct;80.0;1.0;0.0;0.0;non;oui;non;non;non;non;10moins50;OuiPerma;50pctOuPlus;12.0;oui;oui;oui;oui;oui;non;non;non;non;non;OuiTous;oui;;;;;;76;Occitanie
0340048T;2018;340;Collège;C;MONTPELLIER;HERAULT;614.0;37.0;non;oui;oui;oui;;;;;;;10a19;non;oui;oui;non;non;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;110.0;0.0;0.0;63.0;15.0;0.0;3.0;15.0;15.0;0.0;Mois20pct;4.0;1.0;0.0;0.0;non;non;oui;non;non;non;De2a10;;50pctOuPlus;12.0;oui;oui;oui;oui;oui;non;non;non;non;ouiEntiteExt;OuiTous;non;;;;;;76;Occitanie
0340053Y;2018;340;Collège;C;MONTPELLIER;HERAULT;651.0;52.0;oui;oui;oui;oui;non;non;non;oui;non;non;1a4;oui;oui;oui;oui;oui;oui;non;non;oui;oui;oui;oui;oui;oui;oui;non;non;133.0;0.0;5.0;92.0;13.0;0.0;5.0;10.0;10.0;1.0;Mois20pct;26.0;2.0;0.0;1.0;non;oui;oui;non;non;non;De2a10;;50pctOuPlus;8.0;oui;oui;oui;oui;oui;non;non;non;non;ouiPersonnelEtb;OuiTous;non;;;;;;76;Occitanie
0340059E;2018;300;LEGT;G;MONTPELLIER;HERAULT;1310.0;99.0;non;oui;oui;oui;non;non;non;oui;non;non;1a4;non;oui;oui;oui;oui;oui;non;non;oui;oui;oui;oui;oui;oui;oui;non;non;295.0;1.0;6.0;142.0;37.0;0.0;37.0;0.0;0.0;10.0;Mois20pct;40.0;0.0;0.0;0.0;non;oui;non;non;non;non;De2a10;OuiPerma;50pctOuPlus;7.0;oui;oui;oui;oui;oui;non;non;oui;non;non;OuiTous;non;;;;;;76;Occitanie
0340076Y;2018;300;LEGT;G;MONTPELLIER;HERAULT;1374.0;132.0;oui;oui;oui;oui;non;oui;non;oui;non;non;20ouPlus;oui;oui;oui;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;oui;oui;non;1830.0;10.0;5.0;1359.0;1330.0;1330.0;10.0;0.0;0.0;1.0;Mois20pct;80.0;0.0;0.0;1.0;non;oui;non;non;non;non;10moins50;OuiPerma;50pctOuPlus;30.0;oui;oui;oui;oui;oui;oui;non;oui;non;non;OuiTous;oui;;;;;;76;Occitanie
0340088L;2018;320;LP;P;MONTPELLIER;HERAULT;526.0;80.0;oui;oui;oui;oui;non;oui;non;oui;non;non;20ouPlus;oui;oui;oui;oui;oui;oui;non;non;oui;oui;oui;oui;oui;oui;oui;non;non;848.0;3.0;3.0;542.0;542.0;542.0;3.0;0.0;0.0;9.0;Mois20pct;40.0;0.0;0.0;1.0;non;oui;oui;non;non;non;10moins50;OuiPerma;50pctOuPlus;542.0;oui;oui;oui;oui;oui;oui;non;oui;non;non;OuiTous;oui;;;;;;76;Occitanie
0340998A;2018;340;Collège;C;MONTPELLIER;HERAULT;477.0;35.0;non;oui;oui;non;oui;non;non;non;non;non;5a9;oui;oui;oui;oui;non;oui;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;81.0;0.0;0.0;81.0;15.0;0.0;0.0;8.0;8.0;0.0;Mois20pct;19.0;1.0;0.0;1.0;non;non;oui;non;non;non;De2a10;OuiBorneMobile;50pctOuPlus;6.0;oui;oui;oui;oui;oui;non;non;non;non;ouiEntiteExt;OuiTous;oui;;;;;;76;Occitanie
0341028H;2018;340;Collège;C;MONTPELLIER;HERAULT;734.0;42.0;non;oui;non;oui;non;non;non;oui;non;non;5a9;oui;non;oui;oui;oui;oui;non;non;oui;oui;oui;oui;oui;oui;non;non;non;204.0;0.0;42.0;162.0;50.0;0.0;42.0;1.0;1.0;6.0;Mois20pct;26.0;1.0;10.0;1.0;non;oui;oui;non;non;non;De2a10;OuiPerma;50pctOuPlus;8.0;oui;oui;oui;oui;oui;oui;non;oui;non;non;OuiTous;non;;;;;;76;Occitanie
0341278E;2018;340;Collège;C;MONTPELLIER;HERAULT;648.0;57.0;oui;oui;oui;oui;non;non;non;oui;non;non;5a9;non;oui;non;oui;non;non;oui;non;oui;oui;oui;oui;oui;non;non;non;non;122.0;6.0;45.0;15.0;24.0;0.0;20.0;2.0;2.0;0.0;;28.0;4.0;0.0;0.0;non;oui;non;non;non;non;10moins50;OuiBorneMobile;Mois20pct;10.0;oui;oui;oui;oui;oui;oui;oui;oui;non;non;OuiTous;oui;;;;;;76;Occitanie
0341388Z;2018;340;Collège;C;MONTPELLIER;HERAULT;828.0;57.0;non;oui;oui;oui;non;non;non;oui;non;non;10a19;oui;oui;oui;oui;non;oui;non;non;oui;oui;oui;oui;oui;oui;oui;oui;non;267.0;19.0;4.0;80.0;127.0;0.0;52.0;10.0;10.0;12.0;20pcta50pct;31.0;3.0;36.0;1.0;non;oui;non;non;non;non;De2a10;OuiBorneMobile;50pctOuPlus;15.0;oui;oui;oui;oui;oui;non;non;non;non;ouiEntiteExt;OuiTous;oui;;;;;;76;Occitanie
0341656R;2018;340;Collège;C;MONTPELLIER;HERAULT;348.0;27.0;non;oui;oui;oui;non;non;non;oui;non;non;1a4;non;non;non;oui;non;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;80.0;0.0;0.0;80.0;10.0;0.0;0.0;10.0;10.0;1.0;Mois20pct;14.0;1.0;0.0;1.0;non;oui;non;non;non;non;De2a10;OuiPerma;50pctOuPlus;5.0;oui;oui;oui;oui;oui;non;non;non;non;ouiEntiteExt;OuiTous;non;;;;;;76;Occitanie
0341705U;2018;340;Collège;C;MONTPELLIER;HERAULT;537.0;38.0;non;oui;oui;oui;non;non;non;oui;non;non;1a4;oui;oui;oui;oui;oui;oui;non;non;oui;oui;oui;oui;oui;non;non;non;non;134.0;0.0;0.0;134.0;8.0;0.0;0.0;1.0;1.0;5.0;Mois20pct;21.0;1.0;0.0;2.0;non;oui;non;non;non;non;De2a10;OuiBorneMobile;50pctOuPlus;7.0;oui;oui;oui;oui;oui;oui;non;oui;non;ouiEntiteExt;OuiTous;non;;;;;;76;Occitanie
0342326U;2018;340;Collège;C;MONTPELLIER;HERAULT;441.0;30.0;non;oui;oui;oui;non;non;non;oui;non;non;20ouPlus;oui;non;oui;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;oui;oui;non;538.0;453.0;450.0;538.0;430.0;393.0;60.0;5.0;5.0;7.0;20pcta50pct;17.0;1.0;0.0;1.0;non;oui;non;non;non;non;10moins50;OuiPerma;50pctOuPlus;7.0;oui;oui;oui;oui;oui;non;non;non;non;ouiPersonnelEtb;OuiTous;oui;;;;;;76;Occitanie
0460001B;2018;340;Collège;C;TOULOUSE;LOT;221.0;21.0;non;oui;oui;oui;oui;non;non;oui;non;non;1a4;non;oui;oui;non;oui;non;oui;non;oui;oui;oui;oui;oui;oui;non;non;non;50.0;2.0;;20.0;13.0;0.0;2.0;0.0;0.0;3.0;Mois20pct;9.0;1.0;0.0;0.0;non;non;oui;non;non;non;De2a10;;50pctOuPlus;10.0;oui;oui;;oui;oui;non;non;non;non;non;OuiTous;non;;;;;;76;Occitanie
0460015S;2018;340;Collège;C;TOULOUSE;LOT;287.0;20.0;oui;oui;oui;oui;oui;non;non;oui;non;non;1a4;non;non;oui;oui;oui;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;82.0;;;35.0;1.0;0.0;1.0;1.0;1.0;1.0;Mois20pct;12.0;0.0;0.0;;non;non;oui;non;non;non;10moins50;;50pctOuPlus;10.0;oui;oui;oui;oui;oui;non;non;non;non;ouiEntiteExt;OuiTous;non;;;;;;76;Occitanie
0460018V;2018;340;Collège;C;TOULOUSE;LOT;96.0;13.0;non;oui;oui;oui;oui;non;non;non;non;non;5a9;oui;oui;oui;oui;oui;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;98.0;40.0;0.0;50.0;38.0;25.0;13.0;0.0;0.0;2.0;20pcta50pct;4.0;0.0;21.0;0.0;non;non;oui;non;non;non;10moins50;OuiPerma;50pctOuPlus;31.0;oui;oui;non;oui;oui;oui;non;non;non;non;OuiTous;non;;;;;;76;Occitanie
0460022Z;2018;340;Collège;C;TOULOUSE;LOT;123.0;13.0;non;oui;oui;oui;non;non;non;oui;non;non;20ouPlus;oui;non;oui;oui;oui;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;50.0;20.0;45.0;25.0;20.0;0.0;8.0;1.0;0.0;1.0;Mois20pct;6.0;0.0;16.0;;non;oui;oui;non;non;non;10moins50;OuiPerma;20pcta50pct;6.0;oui;oui;non;oui;oui;non;non;non;non;ouiPersonnelEtb;OuiTous;non;;;;;;76;Occitanie
0460024B;2018;340;Collège;C;TOULOUSE;LOT;146.0;12.0;non;oui;oui;oui;;;;;;;;;;;;;;;;oui;oui;oui;oui;oui;oui;non;non;non;40.0;0.0;0.0;;;;;0.0;0.0;4.0;20pcta50pct;4.0;0.0;0.0;1.0;non;non;oui;non;non;non;De2a10;;50pctOuPlus;5.0;oui;oui;oui;;;;;;;non;OuiTous;;;;;;;76;Occitanie
0460026D;2018;302;LEGT;G;TOULOUSE;LOT;461.0;39.0;oui;oui;oui;oui;oui;oui;non;oui;non;non;5a9;oui;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;200.0;0.0;0.0;200.0;25.0;0.0;1.0;0.0;0.0;3.0;Mois20pct;16.0;2.0;0.0;0.0;non;oui;non;non;non;non;10moins50;OuiBorneMobile;50pctOuPlus;17.0;oui;oui;oui;oui;oui;non;non;non;non;ouiEntiteExt;OuiTous;non;;;;;;76;Occitanie
0460530B;2018;340;Collège;C;TOULOUSE;LOT;270.0;21.0;oui;oui;oui;non;oui;non;oui;oui;non;non;zero;non;oui;oui;oui;non;non;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;125.0;50.0;;80.0;31.0;0.0;21.0;2.0;2.0;4.0;Mois20pct;11.0;2.0;0.0;1.0;non;non;oui;non;non;non;De2a10;OuiPerma;50pctOuPlus;6.0;oui;oui;oui;oui;oui;non;non;non;non;non;OuiTous;non;;;;;;76;Occitanie
0460573Y;2018;340;Collège;C;TOULOUSE;LOT;348.0;27.0;non;oui;oui;non;;;;;;;1a4;non;oui;non;oui;oui;non;non;non;oui;non;oui;oui;oui;oui;non;oui;non;124.0;30.0;;56.0;10.0;0.0;;0.0;0.0;4.0;Mois20pct;12.0;2.0;0.0;;non;oui;oui;non;non;non;InfA2;OuiBorneMobile;50pctOuPlus;5.0;oui;oui;;oui;oui;non;non;non;non;;OuiTous;non;;;;;;76;Occitanie
0480009Z;2018;300;LEGT;G;MONTPELLIER;LOZERE;327.0;55.0;non;oui;oui;oui;non;oui;non;oui;non;non;;;;;;;;;;oui;oui;oui;oui;oui;non;non;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;oui;non;oui;non;oui;non;non;;oui;;;;;;76;Occitanie
0480013D;2018;340;Collège;C;MONTPELLIER;LOZERE;318.0;30.0;oui;oui;oui;oui;oui;non;non;non;non;non;10a19;non;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;oui;oui;non;133.0;6.0;;133.0;6.0;0.0;0.0;0.0;0.0;13.0;50pctOuPlus;13.0;0.0;0.0;1.0;non;non;oui;non;non;non;De2a10;Non;50pctOuPlus;26.0;oui;oui;oui;oui;oui;oui;non;oui;non;ouiPersonnelEtb;OuiTous;oui;;;;;;76;Occitanie
0480016G;2018;340;Collège;C;MONTPELLIER;LOZERE;34.0;11.0;non;oui;oui;oui;oui;non;non;oui;non;non;1a4;non;non;oui;non;non;non;oui;non;oui;oui;oui;oui;non;non;non;non;non;24.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;20pcta50pct;1.0;0.0;0.0;0.0;non;non;oui;non;non;non;InfA2;Non;50pctOuPlus;2.0;oui;oui;oui;oui;oui;non;non;non;non;non;OuiTous;oui;;;;;;76;Occitanie
0650027B;2018;300;LEGT;G;TOULOUSE;HAUTES-PYRENEES;1025.0;120.0;non;oui;oui;oui;oui;non;non;oui;non;non;1a4;non;non;non;oui;oui;non;non;non;oui;oui;oui;oui;oui;oui;non;oui;non;755.0;;;320.0;50.0;0.0;35.0;1.0;1.0;7.0;Mois20pct;26.0;0.0;;2.0;non;oui;oui;non;non;non;10moins50;;50pctOuPlus;10.0;oui;oui;oui;oui;oui;non;non;oui;oui;non;OuiTous;oui;;;;;;76;Occitanie
0660001T;2018;340;Collège;C;MONTPELLIER;PYRENEES-ORIENTALES;552.0;40.0;non;oui;oui;oui;oui;non;non;oui;non;non;5a9;oui;oui;oui;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;oui;oui;non;386.0;170.0;0.0;;261.0;130.0;40.0;0.0;0.0;12.0;;23.0;0.0;0.0;1.0;non;non;oui;non;non;non;De2a10;OuiPerma;50pctOuPlus;13.0;oui;oui;oui;oui;non;non;non;non;oui;non;OuiTous;oui;;;;;;76;Occitanie
