Code_UAI;Millesime;Code_nature;nature_uai;typ_etab;Academie;Departement;NbEleve;NbEnseignant;SiEtabCentreRessource;SiProjetNumEcole;SiEntDisponible;SiProjEtabIntegreENT;Maint_PersCollect;Maint_PrestaExt;Maint_PersonnelEducNatHsEtab;Maint_PersonnelEtab;Maint_AutreNeSaitPas;Maint_Personne;NbRessourceEdit;TpRess_ManuelNum;TpRess_AnimScienLogiSimu;TpRess_Bdd;TpRess_LogiOutils;TpRess_OuvRef;TpRess_ResEntrainement;TpRess_Autres;TpRess_aucune;ServInt_NoteElev;ServInt_AbsElev;ServInt_EdtElevCls;ServInt_CahierTxt;ServInt_DocRessPeda;ServInt_AgdActuEtab;ServInt_PlatApp;ServInt_Autres;ServInt_aucun;NbTerminaux;NbTablette;NbTablettePC;NbMicroMoins5;NbMicroPortable;NbPortAffEl;NbPortAffEns;NbEleveEqASH;NbPosteEqASH;NbTBI;propClassesAvecTBI;NbVideoProj;NbClassMobile;NbLecteurMpx;NbImpr3D;AccWeb_RTC;AccWeb_CableFibreOptique;AccWeb_ADSL;AccWeb_AutresHautDebit;AccWeb_NeSaitPas;AccWeb_Aucun;DebitWeb;SiWifi;SalleInternet;PostesInfoElvHorsCours;SiPareFeuEtab;SiOuifiltrageWeb;ControlePosteriori;SiCharteUsageWeb;Diffch_AnnexeeRI;Diffch_DossierRentreeEnseignants;Diffch_CRConseilAdmin;Diffch_DiffusionParents;Diffch_Autres;AccesParentCharte;ElvAuthentif;SiVisioConferenc;SiEntUtilise;TypeMatHandi_Tablette;TypeMatHandi_OrdiPort;TypeMatHandi_LogApp;TypeMatHandi_Autre;Code_region;Libelle_region
0342036D;2019;340;Collège;C;MONTPELLIER;HERAULT;781.0;44.0;non;oui;;oui;non;non;non;oui;non;non;1a4;oui;oui;oui;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;oui;oui;non;223.0;3.0;;157.0;27.0;24.0;3.0;6.0;;4.0;Mois20pct;27.0;3.0;;1.0;non;oui;non;non;non;non;10moins50;Non;50OuPlus;17.0;oui;oui;non;oui;oui;oui;non;oui;oui;non;;oui;;;;;;76;Occitanie
0342050U;2019;340;Collège;C;MONTPELLIER;HERAULT;709.0;40.0;non;oui;;oui;non;oui;non;oui;non;non;1a4;oui;oui;non;oui;non;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;103.0;0.0;;103.0;46.0;0.0;46.0;3.0;;0.0;;24.0;0.0;;0.0;non;oui;non;non;non;non;De2a10;Non;50OuPlus;0.0;oui;oui;non;oui;non;oui;non;oui;non;non;;non;;;;;;76;Occitanie
0342225J;2019;306;Lycées Polyvalents;G;MONTPELLIER;HERAULT;769.0;93.0;oui;oui;;oui;non;non;non;oui;non;non;20ouPlus;oui;oui;oui;oui;non;non;non;non;oui;oui;oui;oui;oui;oui;oui;oui;non;378.0;2.0;;378.0;0.0;0.0;0.0;0.0;;5.0;Mois20pct;42.0;0.0;;0.0;non;oui;non;non;non;non;10moins50;;50OuPlus;14.0;oui;oui;oui;oui;oui;oui;non;oui;non;non;;oui;;;;;;76;Occitanie
0460013P;2019;306;Lycées Polyvalents;G;TOULOUSE;LOT;311.0;40.0;non;oui;;oui;non;non;non;oui;non;non;10a19;oui;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;272.0;;;258.0;1.0;0.0;1.0;0.0;;2.0;Mois20pct;14.0;0.0;;;non;non;oui;non;non;non;De2a10;;50OuPlus;2.0;oui;oui;non;oui;oui;non;non;non;non;ouiPersonnelEtb;;oui;oui;;;;;76;Occitanie
0460027E;2019;340;Collège;C;TOULOUSE;LOT;150.0;13.0;non;oui;;oui;oui;non;non;non;non;non;1a4;non;oui;oui;oui;oui;non;oui;non;oui;non;oui;oui;oui;oui;non;oui;non;64.0;15.0;;25.0;0.0;0.0;0.0;2.0;;2.0;20pcta50pct;8.0;0.0;;0.0;non;non;oui;non;non;non;InfA2;;50OuPlus;8.0;oui;oui;oui;oui;oui;non;non;non;non;ouiEntiteExt;;non;;;;;;76;Occitanie
0460030H;2019;340;Collège;C;TOULOUSE;LOT;207.0;12.0;non;oui;;oui;oui;non;non;oui;non;non;1a4;non;non;oui;oui;non;non;oui;non;oui;non;oui;oui;oui;oui;non;oui;non;89.0;29.0;;29.0;31.0;0.0;16.0;0.0;;8.0;50pctOuPlus;2.0;1.0;;1.0;non;non;oui;non;non;non;De2a10;OuiPerma;50OuPlus;17.0;oui;oui;oui;oui;oui;non;non;non;non;ouiEntiteExt;;non;oui;;;;;76;Occitanie
0460565P;2019;340;Collège;C;TOULOUSE;LOT;329.0;26.0;non;oui;;oui;oui;non;non;oui;non;non;10a19;non;oui;oui;oui;non;oui;non;non;oui;oui;oui;oui;oui;oui;non;non;non;156.0;56.0;;56.0;6.0;0.0;1.0;2.0;;2.0;Mois20pct;12.0;0.0;;1.0;non;non;oui;non;non;non;De2a10;OuiPerma;50OuPlus;6.0;oui;oui;oui;oui;oui;oui;non;oui;non;ouiPersonnelEtb;;oui;oui;non;oui;non;oui;76;Occitanie
0460573Y;2019;340;Collège;C;TOULOUSE;LOT;333.0;25.0;non;oui;;non;;;;;;;1a4;non;oui;non;oui;oui;non;non;non;oui;non;oui;oui;oui;oui;non;oui;non;124.0;30.0;;56.0;10.0;0.0;;0.0;;4.0;Mois20pct;12.0;2.0;;;non;oui;oui;non;non;non;InfA2;OuiBorneMobile;50OuPlus;5.0;oui;oui;;oui;oui;non;non;non;non;;;non;;;;;;76;Occitanie
0480004U;2019;340;Collège;C;MONTPELLIER;LOZERE;245.0;18.0;non;oui;;oui;non;non;non;oui;non;non;1a4;oui;oui;oui;oui;non;non;non;non;oui;oui;oui;oui;oui;oui;oui;oui;non;140.0;30.0;;42.0;30.0;;;3.0;;10.0;50pctOuPlus;6.0;2.0;;1.0;non;non;oui;non;non;non;10moins50;OuiPerma;50OuPlus;8.0;oui;oui;oui;oui;oui;non;non;non;non;;;oui;oui;non;oui;non;non;76;Occitanie
0480005V;2019;340;Collège;C;MONTPELLIER;LOZERE;260.0;27.0;oui;oui;;oui;oui;oui;non;non;non;non;;oui;oui;oui;oui;oui;non;non;non;non;non;oui;oui;oui;oui;non;non;non;120.0;;;100.0;5.0;0.0;0.0;8.0;;5.0;Mois20pct;13.0;0.0;;;non;non;oui;non;non;non;De2a10;;50OuPlus;60.0;oui;oui;;oui;oui;non;non;non;non;ouiPersonnelEtb;;oui;oui;;;;;76;Occitanie
0650025Z;2019;302;LEGT;G;TOULOUSE;HAUTES-PYRENEES;802.0;65.0;oui;oui;;oui;non;non;non;oui;non;non;20ouPlus;non;oui;oui;oui;oui;non;non;non;oui;oui;oui;oui;oui;oui;oui;non;non;335.0;0.0;;180.0;148.0;144.0;0.0;4.0;;7.0;Mois20pct;26.0;7.0;;0.0;non;oui;non;non;non;non;10moins50;OuiPerma;50OuPlus;40.0;oui;oui;oui;oui;oui;oui;oui;oui;non;non;;oui;oui;non;oui;non;non;76;Occitanie
0650031F;2019;340;Collège;C;TOULOUSE;HAUTES-PYRENEES;583.0;42.0;non;oui;;oui;oui;non;non;oui;non;non;1a4;oui;non;oui;oui;oui;oui;non;non;oui;oui;oui;oui;oui;oui;non;non;non;140.0;32.0;;50.0;32.0;12.0;7.0;13.0;;15.0;50pctOuPlus;12.0;0.0;;1.0;non;oui;non;non;non;non;10moins50;OuiPerma;50OuPlus;19.0;oui;oui;oui;oui;oui;non;non;oui;non;ouiEntiteExt;;non;;;;;;76;Occitanie
0650034J;2019;340;Collège;C;TOULOUSE;HAUTES-PYRENEES;516.0;42.0;non;oui;;oui;oui;non;oui;oui;non;non;10a19;oui;oui;oui;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;oui;non;non;710.0;589.0;;589.0;589.0;530.0;59.0;3.0;;14.0;50pctOuPlus;24.0;4.0;;1.0;non;oui;non;non;non;non;10moins50;OuiPerma;50OuPlus;530.0;oui;oui;oui;oui;oui;oui;non;oui;non;ouiEntiteExt;;non;;;;;;76;Occitanie
0650050B;2019;340;Collège;C;TOULOUSE;HAUTES-PYRENEES;488.0;33.0;non;oui;;oui;oui;non;non;oui;non;non;5a9;oui;oui;oui;oui;oui;oui;non;non;oui;oui;oui;oui;oui;oui;non;oui;non;133.0;30.0;;39.0;30.0;0.0;0.0;7.0;;7.0;20pcta50pct;18.0;2.0;;2.0;non;oui;oui;non;non;non;10moins50;;50OuPlus;13.0;oui;oui;oui;oui;oui;non;non;non;non;ouiPersonnelEtb;;non;oui;oui;oui;non;non;76;Occitanie
0650089U;2019;340;Collège;C;TOULOUSE;HAUTES-PYRENEES;624.0;45.0;non;oui;;oui;oui;non;non;oui;non;non;1a4;oui;oui;oui;oui;oui;non;non;non;oui;oui;oui;oui;oui;oui;non;oui;non;168.0;48.0;;65.0;0.0;0.0;;3.0;;16.0;20pcta50pct;17.0;2.0;;1.0;non;oui;non;non;non;non;De2a10;OuiPerma;50OuPlus;0.0;oui;oui;oui;oui;oui;non;non;non;non;ouiEntiteExt;;non;oui;oui;non;non;non;76;Occitanie
0660001T;2019;340;Collège;C;MONTPELLIER;PYRENEES-ORIENTALES;554.0;44.0;non;oui;;oui;oui;non;non;oui;non;non;5a9;oui;oui;oui;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;oui;oui;non;386.0;170.0;;;261.0;130.0;40.0;0.0;;12.0;;23.0;0.0;;1.0;non;non;oui;non;non;non;De2a10;OuiPerma;50OuPlus;13.0;oui;oui;oui;oui;non;non;non;non;oui;non;;oui;;;;;;76;Occitanie
0660019M;2019;340;Collège;C;MONTPELLIER;PYRENEES-ORIENTALES;661.0;50.0;non;oui;;oui;non;non;non;oui;non;non;;non;oui;oui;oui;non;oui;non;non;oui;oui;oui;oui;oui;oui;oui;non;non;160.0;20.0;;160.0;30.0;0.0;0.0;0.0;;0.0;Mois20pct;28.0;0.0;;2.0;non;oui;oui;non;non;non;De2a10;Non;50OuPlus;8.0;oui;oui;;oui;oui;non;non;non;non;non;;non;;;;;;76;Occitanie
0660038H;2019;340;Collège;C;MONTPELLIER;PYRENEES-ORIENTALES;352.0;28.0;non;oui;;oui;oui;non;non;oui;non;non;1a4;oui;oui;non;oui;non;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;250.0;180.0;;200.0;4.0;0.0;3.0;0.0;;15.0;50pctOuPlus;15.0;0.0;;1.0;non;oui;oui;non;non;non;InfA2;;50OuPlus;20.0;oui;oui;oui;oui;oui;non;non;non;non;ouiPersonnelEtb;;oui;;;;;;76;Occitanie
0090010M;2018;340;Collège;C;TOULOUSE;ARIEGE;245.0;20.0;non;oui;oui;oui;oui;non;non;oui;non;non;1a4;non;non;oui;oui;non;non;oui;non;oui;oui;oui;oui;oui;oui;oui;oui;non;260.0;240.0;0.0;240.0;240.0;240.0;20.0;3.0;3.0;3.0;20pcta50pct;10.0;0.0;;0.0;non;oui;non;non;non;non;De2a10;OuiPerma;50pctOuPlus;10.0;oui;oui;oui;oui;oui;non;non;non;non;non;OuiTous;oui;;;;;;76;Occitanie
0090481Z;2018;370;EREA;EREA;TOULOUSE;ARIEGE;117.0;24.0;non;oui;oui;oui;oui;non;oui;oui;non;non;5a9;oui;oui;oui;oui;non;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;132.0;0.0;0.0;30.0;8.0;0.0;0.0;0.0;0.0;0.0;;10.0;0.0;0.0;0.0;non;oui;non;non;non;non;De2a10;Non;50pctOuPlus;22.0;oui;oui;oui;oui;oui;non;non;non;non;non;OuiTous;non;;;;;;76;Occitanie
0110027V;2018;320;LP;P;MONTPELLIER;AUDE;137.0;24.0;oui;oui;oui;oui;oui;non;non;oui;non;non;zero;non;non;non;non;non;oui;oui;non;oui;oui;oui;oui;oui;oui;oui;non;non;60.0;0.0;0.0;20.0;0.0;;;0.0;0.0;0.0;Mois20pct;9.0;0.0;0.0;0.0;non;non;oui;non;non;non;10moins50;OuiPerma;50pctOuPlus;5.0;oui;oui;oui;oui;oui;non;non;non;non;non;OuiTous;non;;;;;;76;Occitanie
0110672W;2018;340;Collège;C;MONTPELLIER;AUDE;613.0;54.0;oui;oui;oui;oui;oui;non;non;non;non;non;10a19;non;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;non;non;non;462.0;;330.0;330.0;21.0;0.0;1.0;0.0;;2.0;Mois20pct;29.0;1.0;0.0;0.0;non;non;oui;non;non;non;10moins50;OuiPerma;50pctOuPlus;18.0;oui;oui;oui;oui;oui;non;non;non;non;ouiPersonnelEtb;OuiTous;non;;;;;;76;Occitanie
0110686L;2018;340;Collège;C;MONTPELLIER;AUDE;696.0;48.0;non;oui;oui;oui;non;non;non;oui;non;non;5a9;non;oui;oui;oui;non;oui;non;non;oui;oui;oui;oui;non;non;non;oui;non;250.0;3.0;3.0;120.0;30.0;30.0;0.0;1.0;1.0;2.0;Mois20pct;27.0;3.0;0.0;4.0;non;non;oui;non;non;non;De2a10;OuiBorneMobile;50pctOuPlus;10.0;oui;oui;oui;oui;oui;non;non;non;non;ouiPersonnelEtb;OuiTous;oui;;;;;;76;Occitanie
0110721Z;2018;340;Collège;C;MONTPELLIER;AUDE;333.0;23.0;oui;oui;oui;oui;oui;non;non;non;non;non;1a4;non;oui;oui;non;non;non;oui;non;oui;oui;oui;oui;oui;oui;non;non;non;160.0;;;75.0;10.0;0.0;0.0;7.0;7.0;0.0;Mois20pct;12.0;1.0;24.0;0.0;non;non;oui;non;non;non;InfA2;Non;50pctOuPlus;20.0;oui;oui;oui;oui;oui;non;non;non;non;ouiEntiteExt;OuiTous;non;;;;;;76;Occitanie
0111048E;2018;306;Lycées Polyvalents;G;MONTPELLIER;AUDE;902.0;82.0;oui;oui;;;oui;non;non;oui;non;non;5a9;oui;non;oui;oui;non;oui;non;non;oui;oui;oui;oui;oui;oui;non;non;non;280.0;0.0;0.0;180.0;0.0;0.0;;2.0;2.0;38.0;50pctOuPlus;0.0;0.0;0.0;1.0;non;non;oui;non;non;non;10moins50;OuiPerma;50pctOuPlus;8.0;oui;oui;oui;oui;oui;non;non;non;non;non;OuiTous;oui;;;;;;76;Occitanie
0111051H;2018;340;Collège;C;MONTPELLIER;AUDE;411.0;27.0;non;oui;oui;oui;non;non;non;oui;non;non;1a4;oui;non;non;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;non;oui;oui;non;185.0;0.0;0.0;185.0;20.0;0.0;18.0;0.0;0.0;8.0;20pcta50pct;17.0;0.0;0.0;1.0;non;oui;non;non;non;non;De2a10;Non;50pctOuPlus;10.0;oui;oui;non;oui;oui;non;non;non;non;ouiPersonnelEtb;OuiTous;non;;;;;;76;Occitanie
0120012Y;2018;300;LEGT;G;TOULOUSE;AVEYRON;550.0;54.0;non;oui;oui;oui;oui;non;non;oui;non;non;1a4;non;oui;non;non;non;non;oui;non;oui;non;oui;oui;oui;oui;non;non;non;220.0;;;150.0;50.0;0.0;15.0;1.0;1.0;2.0;Mois20pct;35.0;0.0;50.0;1.0;non;oui;oui;non;non;non;10moins50;;50pctOuPlus;25.0;oui;oui;oui;oui;oui;non;non;non;non;;OuiTous;oui;;;;;;76;Occitanie
0120024L;2018;300;LEGT;G;TOULOUSE;AVEYRON;1078.0;114.0;non;oui;oui;oui;non;non;non;oui;non;non;5a9;oui;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;750.0;10.0;0.0;500.0;30.0;0.0;0.0;0.0;;30.0;20pcta50pct;80.0;0.0;0.0;2.0;non;oui;oui;non;non;non;10moins50;OuiBorneMobile;50pctOuPlus;40.0;oui;oui;oui;oui;oui;oui;oui;oui;non;ouiPersonnelEtb;OuiTous;oui;;;;;;76;Occitanie
0120878P;2018;340;Collège;C;TOULOUSE;AVEYRON;1059.0;72.0;non;oui;oui;oui;oui;non;non;oui;non;non;5a9;oui;oui;oui;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;non;non;non;290.0;30.0;;120.0;0.0;0.0;0.0;3.0;3.0;32.0;20pcta50pct;20.0;0.0;50.0;3.0;non;oui;non;non;non;non;10moins50;Non;50pctOuPlus;20.0;oui;oui;oui;oui;oui;non;non;non;non;non;OuiTous;oui;;;;;;76;Occitanie
0121273U;2018;340;Collège;C;TOULOUSE;AVEYRON;447.0;29.0;non;oui;oui;oui;oui;non;non;non;non;non;;oui;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;90.0;;;90.0;3.0;0.0;2.0;0.0;0.0;0.0;;16.0;0.0;0.0;;non;oui;non;non;non;non;10moins50;;50pctOuPlus;10.0;oui;oui;oui;oui;oui;non;non;non;non;ouiPersonnelEtb;OuiTous;non;;;;;;76;Occitanie
0300031W;2018;340;Collège;C;MONTPELLIER;GARD;556.0;40.0;non;oui;oui;oui;oui;non;non;oui;non;non;1a4;oui;non;oui;oui;oui;oui;non;non;oui;oui;oui;oui;oui;oui;non;non;non;315.0;200.0;0.0;280.0;20.0;5.0;15.0;5.0;5.0;7.0;20pcta50pct;21.0;0.0;0.0;3.0;non;oui;non;non;non;non;10moins50;OuiBorneMobile;50pctOuPlus;10.0;oui;oui;non;oui;oui;oui;non;oui;non;ouiEntiteExt;OuiTous;non;;;;;;76;Occitanie
0300036B;2018;340;Collège;C;MONTPELLIER;GARD;400.0;25.0;non;oui;oui;oui;oui;non;non;oui;non;non;5a9;oui;oui;oui;oui;non;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;250.0;140.0;0.0;250.0;170.0;86.0;10.0;1.0;1.0;3.0;Mois20pct;15.0;6.0;60.0;0.0;non;non;oui;non;non;non;10moins50;OuiBorneMobile;50pctOuPlus;15.0;oui;oui;oui;non;;;;;;non;OuiTous;oui;;;;;;76;Occitanie
0300041G;2018;320;LP;P;MONTPELLIER;GARD;297.0;36.0;non;oui;oui;oui;oui;non;non;non;non;non;1a4;non;non;oui;non;non;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;101.0;0.0;0.0;46.0;10.0;0.0;10.0;0.0;0.0;1.0;Mois20pct;15.0;0.0;0.0;0.0;non;non;oui;non;non;non;De2a10;;50pctOuPlus;5.0;oui;oui;oui;;;;;;;non;OuiTous;non;;;;;;76;Occitanie
0300055X;2018;340;Collège;C;MONTPELLIER;GARD;708.0;46.0;non;oui;oui;oui;non;non;non;oui;non;non;1a4;oui;non;oui;non;non;non;oui;non;oui;oui;oui;oui;oui;oui;non;non;non;220.0;0.0;0.0;140.0;28.0;0.0;0.0;;;2.0;Mois20pct;27.0;2.0;0.0;0.0;non;oui;non;non;non;non;De2a10;Non;50pctOuPlus;15.0;oui;oui;oui;oui;oui;non;non;non;non;ouiEntiteExt;OuiTous;non;;;;;;76;Occitanie
0300141R;2018;340;Collège;C;MONTPELLIER;GARD;543.0;51.0;oui;oui;oui;oui;;;;;;;10a19;non;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;150.0;;;70.0;2.0;0.0;0.0;0.0;0.0;5.0;Mois20pct;26.0;0.0;0.0;;non;oui;oui;non;non;non;De2a10;;50pctOuPlus;14.0;oui;oui;;oui;oui;non;non;non;non;ouiPersonnelEtb;OuiTous;oui;;;;;;76;Occitanie
0301010K;2018;340;Collège;C;MONTPELLIER;GARD;377.0;39.0;non;oui;oui;oui;oui;non;non;oui;non;non;5a9;non;oui;oui;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;oui;oui;non;120.0;1.0;2.0;30.0;16.0;0.0;0.0;1.0;0.0;5.0;20pcta50pct;15.0;1.0;0.0;0.0;non;oui;oui;non;non;non;De2a10;OuiBorneMobile;50pctOuPlus;7.0;oui;oui;oui;oui;oui;oui;non;oui;non;ouiEntiteExt;OuiTous;oui;;;;;;76;Occitanie
0301014P;2018;340;Collège;C;MONTPELLIER;GARD;599.0;54.0;non;oui;oui;oui;oui;non;non;oui;oui;non;1a4;non;non;non;non;non;non;non;oui;oui;oui;oui;oui;oui;oui;non;non;non;240.0;60.0;0.0;100.0;1.0;0.0;1.0;2.0;2.0;29.0;50pctOuPlus;29.0;3.0;0.0;1.0;non;non;oui;non;non;non;De2a10;OuiBorneMobile;50pctOuPlus;6.0;oui;oui;oui;oui;oui;non;non;non;non;ouiEntiteExt;OuiTous;non;;;;;;76;Occitanie
0301210C;2018;320;LP;P;MONTPELLIER;GARD;500.0;64.0;non;non;oui;non;non;oui;non;non;non;non;;non;non;non;non;non;non;oui;non;oui;oui;oui;oui;oui;oui;non;non;non;100.0;;;100.0;0.0;0.0;0.0;0.0;0.0;0.0;Mois20pct;22.0;0.0;0.0;;non;non;oui;non;non;non;De2a10;;50pctOuPlus;12.0;oui;oui;;oui;oui;non;non;non;non;;OuiTous;;;;;;;76;Occitanie
0301232B;2018;340;Collège;C;MONTPELLIER;GARD;899.0;55.0;non;oui;oui;oui;oui;non;non;oui;non;non;20ouPlus;oui;oui;oui;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;oui;oui;non;200.0;30.0;0.0;81.0;4.0;3.0;0.0;2.0;2.0;5.0;Mois20pct;32.0;2.0;1.0;1.0;non;non;oui;non;non;non;De2a10;OuiBorneMobile;50pctOuPlus;7.0;oui;oui;oui;oui;oui;oui;non;oui;non;ouiEntiteExt;OuiTous;oui;;;;;;76;Occitanie
0301552Z;2018;300;LEGT;G;MONTPELLIER;GARD;1381.0;103.0;non;oui;oui;oui;non;non;non;oui;non;non;1a4;oui;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;non;non;non;1850.0;0.0;0.0;1600.0;1450.0;1380.0;6.0;0.0;0.0;14.0;20pcta50pct;43.0;0.0;0.0;0.0;non;oui;non;non;non;non;10moins50;OuiPerma;50pctOuPlus;1380.0;oui;oui;oui;oui;oui;non;non;non;non;ouiPersonnelEtb;OuiTous;oui;;;;;;76;Occitanie
0301721H;2018;340;Collège;C;MONTPELLIER;GARD;442.0;34.0;non;oui;oui;oui;oui;oui;non;oui;non;non;1a4;oui;oui;oui;oui;oui;oui;non;non;oui;oui;oui;oui;oui;oui;non;oui;non;153.0;3.0;1.0;52.0;36.0;0.0;0.0;3.0;3.0;4.0;Mois20pct;17.0;1.0;0.0;1.0;non;oui;oui;non;non;non;De2a10;Non;50pctOuPlus;10.0;oui;oui;oui;oui;oui;non;non;oui;non;ouiPersonnelEtb;OuiTous;non;;;;;;76;Occitanie
0310024H;2018;306;Lycées Polyvalents;G;TOULOUSE;HAUTE-GARONNE;2033.0;138.0;non;oui;oui;oui;non;oui;non;oui;non;non;1a4;oui;oui;oui;oui;oui;non;non;non;oui;oui;oui;oui;oui;oui;oui;non;non;1316.0;5.0;;386.0;730.0;666.0;0.0;1.0;1.0;10.0;Mois20pct;63.0;3.0;;1.0;non;oui;oui;non;non;non;10moins50;Non;50pctOuPlus;9.0;oui;oui;oui;oui;oui;oui;non;non;non;ouiEntiteExt;OuiTous;oui;;;;;;76;Occitanie
0310032S;2018;300;LEGT;G;TOULOUSE;HAUTE-GARONNE;891.0;70.0;oui;oui;oui;oui;oui;non;non;oui;non;non;;oui;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;510.0;;;291.0;30.0;0.0;0.0;0.0;0.0;7.0;20pcta50pct;34.0;2.0;13.0;1.0;non;oui;non;non;non;non;10moins50;;50pctOuPlus;45.0;oui;oui;oui;oui;oui;non;non;non;non;non;OuiTous;oui;;;;;;76;Occitanie
0310035V;2018;340;Collège;C;TOULOUSE;HAUTE-GARONNE;545.0;38.0;non;oui;oui;oui;oui;non;non;oui;non;non;1a4;non;oui;non;oui;non;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;60.0;38.0;0.0;38.0;60.0;0.0;8.0;1.0;1.0;0.0;Mois20pct;20.0;1.0;0.0;0.0;non;oui;non;non;non;non;De2a10;Non;50pctOuPlus;15.0;oui;oui;oui;oui;oui;non;non;non;non;non;OuiTous;non;;;;;;76;Occitanie
0310038Y;2018;306;Lycées Polyvalents;G;TOULOUSE;HAUTE-GARONNE;2165.0;169.0;oui;oui;oui;oui;oui;non;non;oui;non;non;5a9;oui;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;800.0;0.0;0.0;480.0;51.0;0.0;0.0;1.0;1.0;3.0;Mois20pct;82.0;0.0;0.0;1.0;non;oui;non;non;non;non;10moins50;OuiBorneMobile;50pctOuPlus;32.0;oui;oui;oui;oui;oui;oui;non;non;oui;non;OuiTous;non;;;;;;76;Occitanie
0310056T;2018;320;LP;P;TOULOUSE;HAUTE-GARONNE;544.0;58.0;non;oui;oui;oui;non;non;non;oui;non;non;1a4;oui;oui;oui;oui;non;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;333.0;2.0;2.0;333.0;60.0;0.0;2.0;0.0;0.0;2.0;Mois20pct;26.0;0.0;4.0;0.0;non;oui;non;non;non;non;50Moins100;Non;50pctOuPlus;16.0;oui;oui;oui;oui;oui;non;non;non;non;ouiPersonnelEtb;OuiTous;non;;;;;;76;Occitanie
0310091F;2018;320;LP;P;TOULOUSE;HAUTE-GARONNE;550.0;69.0;non;oui;oui;oui;oui;non;non;oui;non;non;1a4;oui;oui;oui;oui;oui;oui;non;non;oui;oui;oui;oui;oui;oui;non;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;non;;;;;;76;Occitanie
0311237B;2018;340;Collège;C;TOULOUSE;HAUTE-GARONNE;574.0;40.0;non;oui;oui;oui;oui;non;non;non;non;non;10a19;oui;oui;oui;oui;oui;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;105.0;0.0;0.0;50.0;22.0;0.0;0.0;0.0;0.0;1.0;Mois20pct;20.0;2.0;150.0;;non;oui;oui;non;non;non;InfA2;;Mois20pct;7.0;oui;oui;oui;oui;oui;non;non;non;non;non;OuiTous;non;;;;;;76;Occitanie
0311238C;2018;340;Collège;C;TOULOUSE;HAUTE-GARONNE;446.0;35.0;non;oui;oui;oui;oui;non;non;oui;non;non;5a9;oui;oui;oui;oui;oui;oui;non;non;oui;oui;oui;oui;oui;oui;non;non;non;177.0;0.0;0.0;83.0;2.0;0.0;2.0;0.0;0.0;8.0;20pcta50pct;16.0;0.0;0.0;;non;non;oui;non;non;non;De2a10;Non;50pctOuPlus;40.0;oui;oui;oui;oui;oui;non;non;non;non;ouiEntiteExt;OuiTous;non;;;;;;76;Occitanie
0311264F;2018;340;Collège;C;TOULOUSE;HAUTE-GARONNE;372.0;30.0;non;oui;oui;oui;oui;non;non;non;non;non;1a4;oui;non;oui;oui;non;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;141.0;38.0;;74.0;54.0;30.0;8.0;0.0;0.0;2.0;Mois20pct;14.0;2.0;5.0;1.0;non;non;oui;non;non;non;;;50pctOuPlus;0.0;oui;oui;oui;oui;oui;non;non;non;non;ouiEntiteExt;OuiTous;non;;;;;;76;Occitanie
0311325X;2018;340;Collège;C;TOULOUSE;HAUTE-GARONNE;408.0;37.0;non;oui;oui;oui;non;non;non;oui;non;non;1a4;oui;oui;oui;oui;non;oui;non;non;oui;oui;oui;oui;oui;oui;non;non;non;195.0;6.0;0.0;40.0;0.0;0.0;0.0;0.0;0.0;1.0;Mois20pct;20.0;0.0;30.0;1.0;non;oui;non;non;non;non;De2a10;OuiBorneMobile;50pctOuPlus;8.0;oui;oui;oui;oui;oui;non;non;non;non;non;OuiTous;non;;;;;;76;Occitanie
